Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Lamar Jackson,Lamar Jackson,QB,25.98
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Jahmyr Gibbs,Jahmyr Gibbs,RB,16.30
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Devin Singletary,Devin Singletary,RB,18.80
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Marvin Harrison Jr.,Marvin Harrison Jr.,WR,17.40
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Jaylen Waddle,Jaylen Waddle,WR,6.60
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Jake Ferguson,Jake Ferguson,TE,15.50
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Kenneth Walker III,Kenneth Walker III,RB,0.00
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Dak Prescott,Dak Prescott,QB,29.86
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Kyren Williams,Kyren Williams,RB,31.60
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Alvin Kamara,Alvin Kamara,RB,15.70
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Amon-Ra St. Brown,Amon-Ra St. Brown,WR,20.50
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,A.J. Brown,A.J. Brown,WR,0.00
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,David Njoku,David Njoku,TE,0.00
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,George Pickens,George Pickens,WR,10.70
3,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,TOTAL,,,100.58
3,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,TOTAL,,,108.36
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,Jordan Love,Jordan Love,QB,0.00
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,Bijan Robinson,Bijan Robinson,RB,13.20
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,David Montgomery,David Montgomery,RB,21.20
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,Chris Godwin,Chris Godwin,WR,17.30
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,Justin Jefferson,Justin Jefferson,WR,20.10
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,Travis Kelce,Travis Kelce,TE,7.00
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,Malik Nabers,Malik Nabers,WR,28.20
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,C.J. Stroud,C.J. Stroud,QB,9.80
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,Rhamondre Stevenson,Rhamondre Stevenson,RB,0.30
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,Aaron Jones,Aaron Jones,RB,25.80
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,Davante Adams,Davante Adams,WR,8.00
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,CeeDee Lamb,CeeDee Lamb,WR,8.70
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,Evan Engram,Evan Engram,TE,0.00
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,Pat Freiermuth,Pat Freiermuth,TE,7.30
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Mini_Team_10,TOTAL,,,107.00
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Claude_Opus_4.1_Team_8,TOTAL,,,59.90
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Kyler Murray,Kyler Murray,QB,14.78
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,James Cook,James Cook,RB,18.70
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,De'Von Achane,De'Von Achane,RB,8.80
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,DK Metcalf,DK Metcalf,WR,20.40
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Terry McLaurin,Terry McLaurin,WR,20.00
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Mark Andrews,Mark Andrews,TE,0.00
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Jerome Ford,Jerome Ford,RB,10.00
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Tua Tagovailoa,Tua Tagovailoa,QB,0.00
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Christian McCaffrey,Christian McCaffrey,RB,0.00
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Travis Etienne Jr.,Travis Etienne Jr.,RB,12.50
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Garrett Wilson,Garrett Wilson,WR,14.30
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Brandon Aiyuk,Brandon Aiyuk,WR,9.80
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Juwan Johnson,Juwan Johnson,TE,0.00
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Isiah Pacheco,Isiah Pacheco,RB,0.00
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,TOTAL,,,92.68
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,TOTAL,,,36.60
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Pro_Team_5,Josh Allen,Josh Allen,QB,30.92
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Pro_Team_5,Josh Jacobs,Josh Jacobs,RB,5.80
