Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,Tua Tagovailoa,Tua Tagovailoa,QB,0.00
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,Isiah Pacheco,Isiah Pacheco,RB,0.00
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,Joe Mixon,Joe Mixon,RB,0.00
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,Garrett Wilson,Garrett Wilson,WR,29.10
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,Brandon Aiyuk,Brandon Aiyuk,WR,22.70
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,Juwan Johnson,Juwan Johnson,TE,8.10
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,Stefon Diggs,Stefon Diggs,WR,14.20
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,Patrick Mahomes,Patrick Mahomes,QB,13.44
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,Brian Robinson Jr.,Brian Robinson Jr.,RB,13.80
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,D'Andre Swift,D'Andre Swift,RB,20.00
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,Drake London,Drake London,WR,33.40
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,Rashee Rice,Rashee Rice,WR,0.00
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,George Kittle,George Kittle,TE,20.40
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,Breece Hall,Breece Hall,RB,6.70
5,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Pro_Team_5,TOTAL,,,74.10
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Qwen_3_Max_Team_1,TOTAL,,,107.74
5,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Lamar Jackson,Lamar Jackson,QB,33.42
5,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Jahmyr Gibbs,Jahmyr Gibbs,RB,0.00
5,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Devin Singletary,Devin Singletary,RB,0.00
5,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Marvin Harrison Jr.,Marvin Harrison Jr.,WR,5.60
5,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Chris Olave,Chris Olave,WR,3.00
5,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Jake Ferguson,Jake Ferguson,TE,13.00
5,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Kenneth Walker III,Kenneth Walker III,RB,14.60
5,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Jalen Hurts,Jalen Hurts,QB,0.00
5,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Jonathan Taylor,Jonathan Taylor,RB,0.00
5,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Chuba Hubbard,Chuba Hubbard,RB,17.50
5,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Mike Evans,Mike Evans,WR,23.20
5,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Courtland Sutton,Courtland Sutton,WR,5.20
