Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Jordan Love,Jordan Love,QB,17.56
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Chuba Hubbard,Chuba Hubbard,RB,8.90
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Rachaad White,Rachaad White,RB,14.10
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Puka Nacua,Puka Nacua,WR,17.80
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Nico Collins,Nico Collins,WR,17.70
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Jake Ferguson,Jake Ferguson,TE,4.30
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Courtland Sutton,Courtland Sutton,WR,12.20
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Justin Herbert,Justin Herbert,QB,13.80
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Kyren Williams,Kyren Williams,RB,13.20
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Jonathan Taylor,Jonathan Taylor,RB,12.10
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Marvin Harrison Jr.,Marvin Harrison Jr.,WR,5.20
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Tee Higgins,Tee Higgins,WR,19.80
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Trey McBride,Trey McBride,TE,17.70
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Jaxon Smith-Njigba,Jaxon Smith-Njigba,WR,18.30
15,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,TOTAL,,,92.56
15,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,TOTAL,,,100.10
15,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Tua Tagovailoa,Tua Tagovailoa,QB,3.84
15,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Joe Mixon,Joe Mixon,RB,10.60
