Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Anthony Richardson,Anthony Richardson,QB,0.00
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Zamir White,Zamir White,RB,0.00
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Nico Collins,Nico Collins,WR,0.00
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Michael Pittman Jr.,Michael Pittman Jr.,WR,12.50
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Sam LaPorta,Sam LaPorta,TE,12.20
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Amari Cooper,Amari Cooper,WR,8.20
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Tank Dell,Tank Dell,WR,18.70
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Joe Burrow,Joe Burrow,QB,19.82
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Derrick Henry,Derrick Henry,RB,25.20
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Bijan Robinson,Bijan Robinson,RB,25.50
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Justin Jefferson,Justin Jefferson,WR,0.00
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Ja'Marr Chase,Ja'Marr Chase,WR,12.20
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Travis Kelce,Travis Kelce,TE,0.00
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Malik Nabers,Malik Nabers,WR,0.00
6,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,TOTAL,,,51.60
6,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,TOTAL,,,82.72
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,Jalen Hurts,Jalen Hurts,QB,21.86
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,Jonathan Taylor,Jonathan Taylor,RB,0.00
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,Chuba Hubbard,Chuba Hubbard,RB,15.30
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,Mike Evans,Mike Evans,WR,5.40
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,Zay Flowers,Zay Flowers,WR,22.40
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,Trey McBride,Trey McBride,TE,17.60
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,Courtland Sutton,Courtland Sutton,WR,15.30
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,C.J. Stroud,C.J. Stroud,QB,18.38
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,Rhamondre Stevenson,Rhamondre Stevenson,RB,0.00
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,Aaron Jones,Aaron Jones,RB,0.00
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,Davante Adams,Davante Adams,WR,0.00
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,CeeDee Lamb,CeeDee Lamb,WR,16.10
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,Evan Engram,Evan Engram,TE,18.20
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,Pat Freiermuth,Pat Freiermuth,TE,3.60
6,GPT_5_Team_9,anthropic/claude-sonnet-4,GPT_5_Mini_Team_10,TOTAL,,,97.86
6,GPT_5_Mini_Team_10,openai/gpt-oss-120b,GPT_5_Team_9,TOTAL,,,56.28
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Lamar Jackson,Lamar Jackson,QB,18.92
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Jahmyr Gibbs,Jahmyr Gibbs,RB,12.10
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Kenneth Walker III,Kenneth Walker III,RB,20.90
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Marvin Harrison Jr.,Marvin Harrison Jr.,WR,0.00
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Tee Higgins,Tee Higgins,WR,14.70
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Jake Ferguson,Jake Ferguson,TE,4.10
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,Zack Moss,Zack Moss,RB,0.50
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Dak Prescott,Dak Prescott,QB,3.22
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Kyren Williams,Kyren Williams,RB,0.00
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Alvin Kamara,Alvin Kamara,RB,17.40
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,Amon-Ra St. Brown,Amon-Ra St. Brown,WR,13.70
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,A.J. Brown,A.J. Brown,WR,23.60
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,David Njoku,David Njoku,TE,8.10
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,George Pickens,George Pickens,WR,8.30
6,Kimi_K2_Team_4,qwen/qwen3-max,Gemini_2.5_Flash_Team_6,TOTAL,,,71.22
6,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Kimi_K2_Team_4,TOTAL,,,74.32
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Tua Tagovailoa,Tua Tagovailoa,QB,0.00
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Javonte Williams,Javonte Williams,RB,4.60
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Raheem Mostert,Raheem Mostert,RB,0.00
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Garrett Wilson,Garrett Wilson,WR,24.70
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Stefon Diggs,Stefon Diggs,WR,19.70
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Juwan Johnson,Juwan Johnson,TE,7.80
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,Brandon Aiyuk,Brandon Aiyuk,WR,5.70
6,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Kyler Murray,Kyler Murray,QB,11.96
6,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,James Cook,James Cook,RB,0.00
6,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,De'Von Achane,De'Von Achane,RB,0.00
6,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,DK Metcalf,DK Metcalf,WR,7.80
6,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Terry McLaurin,Terry McLaurin,WR,23.30
6,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Cade Otton,Cade Otton,TE,9.50
6,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Qwen_3_Max_Team_1,Jerome Ford,Jerome Ford,RB,1.40
6,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_OSS_Team_3,TOTAL,,,62.50
