GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID
202210405,1,2022,4,2022-10-02T16:05:00,ARI,CAR,16.0,0.0,2.0,17.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,12.0,10.0,0.0,12.0,12.0,1,AWAY,1,5,18271
202210402,1,2022,4,2022-10-02T13:00:00,ATL,CLE,20.0,0.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0,6.0,20.0,0.0,6.0,6.0,2,HOME,2,8,18262
202210403,1,2022,4,2022-10-02T13:00:00,BAL,BUF,23.0,0.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0,5.0,23.0,0.0,5.0,5.0,36,HOME,3,4,18269
202210403,1,2022,4,2022-10-02T13:00:00,BUF,BAL,20.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,7.0,20.0,0.0,7.0,7.0,37,AWAY,4,3,18269
202210405,1,2022,4,2022-10-02T16:05:00,CAR,ARI,26.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0,11.0,26.0,0.0,11.0,11.0,5,HOME,5,1,18271
202210423,1,2022,4,2022-10-02T13:00:00,CHI,NYG,20.0,0.0,1.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0,6.0,20.0,0.0,6.0,6.0,38,AWAY,6,23,18266
202210407,1,2022,4,2022-09-29T20:15:00,CIN,MIA,15.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0,6.0,15.0,0.0,8.0,8.0,7,HOME,7,19,18261
202210402,1,2022,4,2022-10-02T13:00:00,CLE,ATL,23.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,3.0,23.0,0.0,3.0,3.0,8,AWAY,8,2,18262
202210409,1,2022,4,2022-10-02T13:00:00,DAL,WAS,10.0,0.0,2.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0,10.0,10.0,0.0,10.0,10.0,48,HOME,9,35,18263
202210425,1,2022,4,2022-10-02T16:25:00,DEN,LV,32.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0,2.0,26.0,0.0,2.0,2.0,49,AWAY,10,25,18273
