PlayerID,SeasonType,Season,Team,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPointsPPR,FantasyPosition,PlayerSeasonID,ExtraPointsAttempted,AuctionValue,AuctionValuePPR,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,AverageDraftPosition,AverageDraftPositionPPR,TeamID,AverageDraftPositionRookie,AverageDraftPositionDynasty,AverageDraftPosition2QB
549,1,2022,ARI,5,M.Prater,K,ST,13,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,17.0,0.0,0.0,0.0,93.0,93.0,K,990831519,18.0,,,99.0,0.0,1.0,10.0,6.0,5.0,99.0,,,1,,,
611,1,2022,NYJ,19,J.Flacco,QB,OFF,5,4,191.0,110.0,1051.0,57.6,5.5,9.6,5.0,3.0,75.19,66.0,10.0,66.0,3.0,6.0,2,0.0,7.0,0.0,0.0,-3.0,0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.34,48.34,QB,990830016,0.0,,,51.34,0.0,0.0,0.0,0.0,0.0,61.34,,,24,,,
732,1,2022,IND,2,M.Ryan,QB,OFF,12,12,461.0,309.0,3057.0,67.0,6.6,9.9,14.0,13.0,83.94,45.0,38.0,287.0,27.0,70.0,2.6,1.0,39.0,0.0,0.0,0.0,0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.28,155.28,QB,990831409,0.0,,,168.28,0.0,0.0,0.0,0.0,0.0,182.28,,,14,,,
1410,1,2022,SF,9,R.Gould,K,ST,17,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,27.0,50.0,0.0,0.0,0.0,135.0,135.0,K,990829853,51.0,,,142.0,0.0,13.0,5.0,7.0,2.0,142.0,,,31,,,
1694,1,2022,GB,2,M.Crosby,K,ST,17,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,25.0,37.0,0.0,0.0,0.0,114.0,114.0,K,990831574,39.0,,,120.0,0.0,10.0,8.0,6.0,1.0,120.0,,,12,,,
2405,1,2022,KC,4,C.Henne,QB,OFF,3,0,2.0,0.0,0.0,0,0,0,0.0,0.0,39.58,0.0,0.0,0.0,5.0,-5.0,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,QB,990831629,0.0,,,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,,,16,,,
2593,1,2022,GB,12,A.Rodgers,QB,OFF,17,17,542.0,350.0,3695.0,64.6,6.8,10.6,26.0,12.0,91.07,58.0,32.0,258.0,34.0,94.0,2.8,1.0,18.0,0.0,0.0,0.0,0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,239.2,239.2,QB,990831575,0.0,,,251.2,0.0,0.0,0.0,0.0,0.0,255.2,,,12,,,
3061,1,2022,GB,89,M.Lewis,TE,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,6.0,66.0,11,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,26.6,TE,990831576,0.0,,,23.6,0.0,0.0,0.0,0.0,0.0,26.6,,,12,,,
3100,1,2022,ARI,14,A.Lee,P,ST,17,0,1.0,1.0,4.0,100,4,4,0.0,0.0,83.33,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,P,990831520,0.0,,,0.16,0.0,0.0,0.0,0.0,0.0,0.16,,,1,,,
3341,1,2022,BAL,93,C.Campbell,DE,DEF,14,14,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,4.0,5.5,48.5,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.85,68.85,DL,990829962,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,,,
