GameKey,PlayerID,SeasonType,Season,GameDate,Week,Team,Opponent,HomeOrAway,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPointsPPR,FantasyPosition,PlayerGameID,ExtraPointsAttempted,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,InjuryStatus,TeamID,OpponentID,ScoreID,SnapCountsConfirmed
202411511,19801,1,2024,2024-12-15T16:25:00,15,BUF,DET,AWAY,17,Josh Allen,QB,OFF,1,1,34.0,23.0,362.0,67.6,10.6,15.7,2.0,0.0,122.43,64.0,0.0,0.0,11.0,68.0,6.2,2.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.28,41.28,QB,991228593,0.0,44.28,0.0,0.0,0.0,0.0,0.0,44.28,,4,11,18882,True
202411511,17922,1,2024,2024-12-15T16:25:00,15,DET,BUF,HOME,16,Jared Goff,QB,OFF,1,1,59.0,38.0,494.0,64.4,8.4,13,5.0,0.0,118.89,66.0,3.0,21.0,2.0,13.0,6.5,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.06,41.06,QB,991228525,0.0,44.06,0.0,0.0,0.0,0.0,0.0,44.06,,11,4,18882,True
202411523,19781,1,2024,2024-12-15T13:00:00,15,BAL,NYG,AWAY,8,Lamar Jackson,QB,OFF,1,1,25.0,21.0,290.0,84.0,11.6,13.8,5.0,0.0,154.58,49.0,2.0,10.0,6.0,65.0,10.8,0.0,21.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,36.1,QB,991227594,0.0,36.1,0.0,0.0,0.0,0.0,0.0,37.1,,3,23,18890,True
202411515,16470,1,2024,2024-12-15T13:00:00,15,NYJ,JAX,AWAY,17,Davante Adams,WR,OFF,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,9.0,198.0,22,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.8,42.8,WR,991227493,0.0,41.3,0.0,0.0,0.0,0.0,0.0,45.8,,24,15,18888,True
202411515,2593,1,2024,2024-12-15T13:00:00,15,NYJ,JAX,AWAY,8,Aaron Rodgers,QB,OFF,1,1,30.0,16.0,289.0,53.3,9.6,18.1,3.0,0.0,120.0,71.0,1.0,14.0,6.0,45.0,7.5,0.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.06,30.06,QB,991227469,0.0,30.06,0.0,0.0,0.0,0.0,0.0,30.06,,24,15,18888,True
202411526,21831,1,2024,2024-12-15T16:25:00,15,PHI,PIT,HOME,1,Jalen Hurts,QB,OFF,1,1,32.0,25.0,290.0,78.1,9.1,11.6,2.0,0.0,125.26,22.0,3.0,20.0,15.0,45.0,3,1.0,23.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,28.1,QB,991228749,0.0,28.1,0.0,0.0,0.0,0.0,0.0,29.1,,26,28,18884,True
202411529,19790,1,2024,2024-12-15T16:25:00,15,TB,LAC,AWAY,6,Baker Mayfield,QB,OFF,1,1,27.0,22.0,288.0,81.5,10.7,13.1,4.0,1.0,135.26,57.0,1.0,5.0,2.0,25.0,12.5,0.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.02,28.02,QB,991228549,0.0,29.02,0.0,0.0,0.0,0.0,0.0,29.02,,33,29,18883,True
202411529,16597,1,2024,2024-12-15T16:25:00,15,TB,LAC,AWAY,13,Mike Evans,WR,OFF,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,9.0,159.0,17.7,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,36.9,WR,991228517,0.0,35.4,0.0,0.0,0.0,0.0,0.0,39.9,,33,29,18883,True
202411501,18983,1,2024,2024-12-15T16:25:00,15,ARI,NE,HOME,6,James Conner,RB,OFF,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,16.0,110.0,6.9,2.0,53.0,5.0,5.0,28.0,5.6,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,30.8,RB,991228620,0.0,31.3,0.0,0.0,0.0,0.0,0.0,33.8,,1,21,18880,True
202411511,23247,1,2024,2024-12-15T16:25:00,15,BUF,DET,AWAY,4,James Cook,RB,OFF,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,14.0,105.0,7.5,2.0,41.0,1.0,1.0,28.0,28,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,26.3,RB,991228787,0.0,28.8,0.0,0.0,0.0,0.0,0.0,29.3,,4,11,18882,True
