GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID
202310431,1,2023,4,2023-10-01T16:25:00,ARI,SF,35.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,-3.0,35.0,0.0,-3.0,-3.0,1,AWAY,1,31,18512
202310415,1,2023,4,2023-10-01T09:30:00,ATL,JAX,23.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0,3.0,17.0,0.0,3.0,3.0,2,AWAY,2,15,18332
202310408,1,2023,4,2023-10-01T13:00:00,BAL,CLE,3.0,0.0,4.0,48.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0,17.0,3.0,0.0,17.0,17.0,36,AWAY,3,8,18503
202310404,1,2023,4,2023-10-01T13:00:00,BUF,MIA,20.0,0.0,4.0,31.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0,9.0,20.0,0.0,9.0,9.0,37,HOME,4,19,18501
202310405,1,2023,4,2023-10-01T13:00:00,CAR,MIN,21.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0,13.0,15.0,0.0,13.0,13.0,5,HOME,5,20,18508
202310406,1,2023,4,2023-10-01T13:00:00,CHI,DEN,31.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0,1.0,25.0,0.0,1.0,1.0,38,HOME,6,10,18502
202310434,1,2023,4,2023-10-01T13:00:00,CIN,TEN,27.0,0.0,3.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0,5.0,27.0,0.0,5.0,5.0,7,AWAY,7,34,18504
202310408,1,2023,4,2023-10-01T13:00:00,CLE,BAL,28.0,0.0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0,4.0,28.0,0.0,4.0,4.0,8,HOME,8,3,18503
202310409,1,2023,4,2023-10-01T16:25:00,DAL,NE,3.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0,27.0,3.0,0.0,27.0,27.0,48,HOME,9,21,18511
202310406,1,2023,4,2023-10-01T13:00:00,DEN,CHI,28.0,1.0,4.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0,13.0,28.0,0.0,13.0,13.0,49,AWAY,10,6,18502
