GameKey,PlayerID,SeasonType,Season,GameDate,Week,Team,Opponent,HomeOrAway,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPointsPPR,FantasyPosition,PlayerGameID,ExtraPointsAttempted,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,InjuryStatus,TeamID,OpponentID,ScoreID,SnapCountsConfirmed
202411432,19801,1,2024,2024-12-08T16:25:00,14,BUF,LAR,AWAY,17,Josh Allen,QB,OFF,1,1,32.4,21.5,254.9,68.8,8.0,11.6,1.7,0.8,100.39,0.0,0.0,0.0,6.2,31.4,5.2,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94,20.94,QB,991113469,0.0,21.74,0.0,0.0,0.0,0.0,0.0,22.04,,4,32,18866,
202411426,21831,1,2024,2024-12-08T13:00:00,14,PHI,CAR,HOME,1,Jalen Hurts,QB,OFF,1,1,25.8,17.6,218.0,69.2,8.4,12.1,1.5,0.7,104.33,0.0,0.0,0.0,9.4,39.8,4.4,0.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,20.7,QB,991112824,0.0,21.4,0.0,0.0,0.0,0.0,0.0,21.8,,26,5,18872,
202411409,21693,1,2024,2024-12-09T20:15:00,14,CIN,DAL,AWAY,9,Joe Burrow,QB,OFF,1,1,36.8,25.4,283.7,67.6,7.7,11.4,2.1,0.8,97.13,0.0,0.0,0.0,3.6,13.3,3.2,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.68,19.68,QB,991113897,0.0,20.48,0.0,0.0,0.0,0.0,0.0,20.68,,7,9,18864,
202411426,19766,1,2024,2024-12-08T13:00:00,14,PHI,CAR,HOME,26,Saquon Barkley,RB,OFF,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,21.2,108.6,5.2,0.8,0.0,3.0,2.7,21.3,7,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19,20.89,RB,991112812,0.0,22.54,0.0,0.0,0.0,0.0,0.0,23.99,,26,5,18872,
202411433,19790,1,2024,2024-12-08T13:00:00,14,TB,LV,HOME,6,Baker Mayfield,QB,OFF,1,1,33.7,22.4,254.4,64.7,7.5,11.5,1.8,0.7,94.49,0.0,0.0,0.0,3.6,13.7,3.5,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.15,18.15,QB,991113101,0.0,18.85,0.0,0.0,0.0,0.0,0.0,19.05,,33,25,18874,
202411431,23241,1,2024,2024-12-08T16:25:00,14,SF,CHI,HOME,13,Brock Purdy,QB,OFF,1,1,30.2,19.8,237.8,66.7,7.9,11.9,1.7,0.7,99.03,0.0,0.0,0.0,4.0,16.9,4.2,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,QB,991113704,0.0,18.1,0.0,0.0,0.0,0.0,0.0,18.3,,31,6,18867,
202411416,18890,1,2024,2024-12-08T20:20:00,14,KC,LAC,HOME,15,Patrick Mahomes,QB,OFF,1,1,34.3,23.1,251.4,67.6,7.4,10.9,1.7,0.8,96.57,0.0,0.0,0.0,3.7,18.9,4.8,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.35,17.35,QB,991113741,0.0,18.15,0.0,0.0,0.0,0.0,0.0,18.35,,16,29,18865,
202411423,18878,1,2024,2024-12-08T13:00:00,14,NO,NYG,AWAY,41,Alvin Kamara,RB,OFF,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,20.0,85.8,4.3,0.6,0.0,6.2,5.1,38.4,7.6,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,22.12,RB,991112591,0.0,19.57,0.0,0.0,0.0,0.0,0.0,22.22,,22,23,18871,
202411401,20889,1,2024,2024-12-08T16:05:00,14,ARI,SEA,HOME,1,Kyler Murray,QB,OFF,1,1,31.2,20.5,219.9,64.5,7.1,11,1.3,0.7,82.73,0.0,0.0,0.0,6.6,31.7,4.6,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97,16.97,QB,991113324,0.0,17.67,0.0,0.0,0.0,0.0,0.0,17.97,,1,30,18868,
202411419,21677,1,2024,2024-12-08T13:00:00,14,MIA,NYJ,HOME,1,Tua Tagovailoa,QB,OFF,1,1,33.4,23.1,255.4,69.7,7.7,11.1,1.8,0.7,99.94,0.0,0.0,0.0,2.1,6.0,3,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82,16.82,QB,991112324,0.0,17.52,0.0,0.0,0.0,0.0,0.0,17.72,,19,24,18869,
