GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID
202411003,1,2024,10,2024-11-07T20:15:00,CIN,BAL,29.7,0.2,2.0,0.0,0.6,0.5,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,4.4,29.7,0.0,4.4,4.4,7,AWAY,7,3,18820
202411003,1,2024,10,2024-11-07T20:15:00,BAL,CIN,23.8,0.3,2.4,0.0,0.8,0.5,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,6.6,23.8,0.0,6.6,6.6,36,HOME,3,7,18820
202411005,1,2024,10,2024-11-10T09:30:00,NYG,CAR,18.2,0.3,2.5,0.0,1.0,0.7,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,8.3,18.2,0.0,8.3,8.3,75,AWAY,23,5,18819
202411005,1,2024,10,2024-11-10T09:30:00,CAR,NYG,22.9,0.2,2.2,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.0,22.9,0.0,6.0,6.0,5,HOME,5,23,18819
202411006,1,2024,10,2024-11-10T13:00:00,NE,CHI,23.0,0.2,2.3,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.1,23.0,0.0,6.1,6.1,21,AWAY,21,6,18812
202411006,1,2024,10,2024-11-10T13:00:00,CHI,NE,16.6,0.3,2.7,0.0,1.1,0.8,0.0,0.9,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,9.1,16.6,0.0,9.1,9.1,38,HOME,6,21,18812
202411014,1,2024,10,2024-11-10T13:00:00,BUF,IND,21.2,0.2,2.4,0.0,0.9,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.6,21.2,0.0,6.6,6.6,37,AWAY,4,14,18813
202411014,1,2024,10,2024-11-10T13:00:00,IND,BUF,25.3,0.2,2.0,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.8,25.3,0.0,5.8,5.8,14,HOME,14,4,18813
202411015,1,2024,10,2024-11-10T13:00:00,MIN,JAX,19.1,0.3,2.5,0.0,1.0,0.7,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,8.5,19.1,0.0,8.5,8.5,67,AWAY,20,15,18814
202411015,1,2024,10,2024-11-10T13:00:00,JAX,MIN,24.9,0.2,2.3,0.0,0.7,0.5,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.9,24.9,0.0,5.9,5.9,52,HOME,15,20,18814
202411016,1,2024,10,2024-11-10T13:00:00,DEN,KC,24.5,0.2,2.2,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.0,24.5,0.0,6.0,6.0,49,AWAY,10,16,18815
202411016,1,2024,10,2024-11-10T13:00:00,KC,DEN,16.8,0.4,2.4,0.0,1.1,0.7,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,8.8,16.8,0.0,8.8,8.8,55,HOME,16,10,18815
202411022,1,2024,10,2024-11-10T13:00:00,ATL,NO,21.6,0.2,2.3,0.0,0.9,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.3,21.6,0.0,6.3,6.3,2,AWAY,2,22,18816
202411022,1,2024,10,2024-11-10T13:00:00,NO,ATL,24.9,0.2,2.2,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.0,24.9,0.0,6.0,6.0,69,HOME,22,2,18816
202411033,1,2024,10,2024-11-10T13:00:00,SF,TB,22.0,0.2,2.5,0.0,0.8,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.5,22.0,0.0,6.5,6.5,93,AWAY,31,33,18817
202411033,1,2024,10,2024-11-10T13:00:00,TB,SF,27.9,0.2,2.0,0.0,0.7,0.5,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.6,27.9,0.0,5.6,5.6,95,HOME,33,31,18817
202411035,1,2024,10,2024-11-10T13:00:00,PIT,WAS,23.6,0.3,2.2,0.0,0.8,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,6.6,23.6,0.0,6.6,6.6,28,AWAY,28,35,18818
202411035,1,2024,10,2024-11-10T13:00:00,WAS,PIT,21.7,0.3,2.2,0.0,0.8,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,6.8,21.7,0.0,6.8,6.8,97,HOME,35,28,18818
