Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
12,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Trevor Lawrence,Trevor Lawrence,QB,0.00
12,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Tyreek Hill,Tyreek Hill,WR,9.80
12,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Marvin Harrison Jr.,Marvin Harrison Jr.,WR,7.70
12,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Brock Bowers,Brock Bowers,TE,7.80
12,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Malik Nabers,Malik Nabers,WR,12.40
12,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,Travis Kelce,Travis Kelce,TE,12.20
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Alvin Kamara,Alvin Kamara,RB,0.00
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Josh Jacobs,Josh Jacobs,RB,28.60
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Davante Adams,Davante Adams,WR,0.00
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Tyler Lockett,Tyler Lockett,WR,4.00
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,George Kittle,George Kittle,TE,20.20
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Rhamondre Stevenson,Rhamondre Stevenson,RB,1.30
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,Stefon Diggs,Stefon Diggs,WR,0.00
12,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Opus_4.1_Team_8,TOTAL,,,49.90
12,Claude_Opus_4.1_Team_8,openai/gpt-5,Llama_4_Maverick_Team_7,TOTAL,,,54.10
12,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Mini_Team_10,C.J. Stroud,C.J. Stroud,QB,15.68
12,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Mini_Team_10,David Montgomery,David Montgomery,RB,16.30
12,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Mini_Team_10,Raheem Mostert,Raheem Mostert,RB,1.20
12,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Mini_Team_10,Drake London,Drake London,WR,0.00
12,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Mini_Team_10,George Pickens,George Pickens,WR,8.80
12,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Mini_Team_10,DeAndre Hopkins,DeAndre Hopkins,WR,14.50
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Jalen Hurts,Jalen Hurts,QB,15.06
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Jerome Ford,Jerome Ford,RB,3.70
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Chase Brown,Chase Brown,RB,0.00
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Jayden Reed,Jayden Reed,WR,5.60
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Garrett Wilson,Garrett Wilson,WR,0.00
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Kyle Pitts,Kyle Pitts,TE,0.00
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,D'Andre Swift,D'Andre Swift,RB,9.50
12,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Mini_Team_10,TOTAL,,,56.48
12,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,TOTAL,,,33.86
12,Kimi_K2_Team_4,qwen/qwen3-max,GPT_OSS_Team_3,Patrick Mahomes,Patrick Mahomes,QB,28.76
12,Kimi_K2_Team_4,qwen/qwen3-max,GPT_OSS_Team_3,Jahmyr Gibbs,Jahmyr Gibbs,RB,24.90
12,Kimi_K2_Team_4,qwen/qwen3-max,GPT_OSS_Team_3,Kenneth Walker III,Kenneth Walker III,RB,13.30
12,Kimi_K2_Team_4,qwen/qwen3-max,GPT_OSS_Team_3,Tee Higgins,Tee Higgins,WR,0.00
12,Kimi_K2_Team_4,qwen/qwen3-max,GPT_OSS_Team_3,Jerry Jeudy,Jerry Jeudy,WR,14.50
12,Kimi_K2_Team_4,qwen/qwen3-max,GPT_OSS_Team_3,Mark Andrews,Mark Andrews,TE,15.60
12,Kimi_K2_Team_4,qwen/qwen3-max,GPT_OSS_Team_3,DJ Moore,DJ Moore,WR,24.90
12,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Kimi_K2_Team_4,Joe Burrow,Joe Burrow,QB,0.00
12,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Kimi_K2_Team_4,James Cook,James Cook,RB,0.00
12,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Kimi_K2_Team_4,Aaron Jones,Aaron Jones,RB,19.90
12,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Kimi_K2_Team_4,Zay Flowers,Zay Flowers,WR,11.20
12,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Kimi_K2_Team_4,Jaxon Smith-Njigba,Jaxon Smith-Njigba,WR,19.70
