Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,Lamar Jackson,Lamar Jackson,QB,34.44
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,Alvin Kamara,Alvin Kamara,RB,8.40
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,Kyren Williams,Kyren Williams,RB,19.60
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,CeeDee Lamb,CeeDee Lamb,WR,0.00
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,George Kittle,George Kittle,TE,15.20
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,Josh Jacobs,Josh Jacobs,RB,20.20
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,Deebo Samuel Sr.,Deebo Samuel Sr.,WR,0.00
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,Jordan Love,Jordan Love,QB,16.80
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,Saquon Barkley,Saquon Barkley,RB,26.70
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,Travis Etienne Jr.,Travis Etienne Jr.,RB,0.00
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,Ja'Marr Chase,Ja'Marr Chase,WR,17.60
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,Terry McLaurin,Terry McLaurin,WR,15.80
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,Sam LaPorta,Sam LaPorta,TE,3.50
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,Jaleel McLaughlin,Jaleel McLaughlin,RB,3.50
7,Claude_Opus_4.1_Team_8,openai/gpt-5,Gemini_2.5_Pro_Team_5,TOTAL,,,97.84
7,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Claude_Opus_4.1_Team_8,TOTAL,,,83.90
7,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,C.J. Stroud,C.J. Stroud,QB,5.34
7,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,David Montgomery,David Montgomery,RB,8.00
7,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,Raheem Mostert,Raheem Mostert,RB,3.00
7,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,Drake London,Drake London,WR,18.30
7,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,George Pickens,George Pickens,WR,22.10
7,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,DeAndre Hopkins,DeAndre Hopkins,WR,0.80
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Chuba Hubbard,Chuba Hubbard,RB,11.20
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Tony Pollard,Tony Pollard,RB,8.50
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Chris Godwin,Chris Godwin,WR,13.50
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,DeVonta Smith,DeVonta Smith,WR,0.80
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Isaiah Likely,Isaiah Likely,TE,3.70
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Courtland Sutton,Courtland Sutton,WR,0.00
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Stefon Diggs,Stefon Diggs,WR,7.30
7,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,TOTAL,,,57.54
7,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,TOTAL,,,45.00
7,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Llama_4_Maverick_Team_7,Joe Burrow,Joe Burrow,QB,14.94
