Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Justin Herbert,Justin Herbert,QB,11.00
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Joe Mixon,Joe Mixon,RB,8.00
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Breece Hall,Breece Hall,RB,24.40
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Justin Jefferson,Justin Jefferson,WR,23.30
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Tank Dell,Tank Dell,WR,2.30
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Cole Kmet,Cole Kmet,TE,6.70
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Rachaad White,Rachaad White,RB,3.30
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Josh Allen,Josh Allen,QB,9.76
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Derrick Henry,Derrick Henry,RB,16.60
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Brian Robinson Jr.,Brian Robinson Jr.,RB,14.60
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Rashee Rice,Rashee Rice,WR,18.50
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Tyler Lockett,Tyler Lockett,WR,3.50
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,David Njoku,David Njoku,TE,0.00
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,D'Andre Swift,D'Andre Swift,RB,8.20
2,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,TOTAL,,,79.00
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,TOTAL,,,71.16
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,Anthony Richardson,Anthony Richardson,QB,9.86
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,Saquon Barkley,Saquon Barkley,RB,15.60
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,De'Von Achane,De'Von Achane,RB,29.50
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,Cooper Kupp,Cooper Kupp,WR,7.70
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,Ja'Marr Chase,Ja'Marr Chase,WR,7.50
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,Sam LaPorta,Sam LaPorta,TE,3.30
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,Travis Etienne Jr.,Travis Etienne Jr.,RB,14.80
2,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Gemini_2.5_Pro_Team_5,Trevor Lawrence,Trevor Lawrence,QB,13.30
2,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Gemini_2.5_Pro_Team_5,Tyreek Hill,Tyreek Hill,WR,6.60
2,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Gemini_2.5_Pro_Team_5,DJ Moore,DJ Moore,WR,11.30
2,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Gemini_2.5_Pro_Team_5,Travis Kelce,Travis Kelce,TE,1.60
2,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Gemini_2.5_Pro_Team_5,Malik Nabers,Malik Nabers,WR,28.70
2,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Gemini_2.5_Pro_Team_5,Dalton Kincaid,Dalton Kincaid,TE,7.30
2,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,Llama_4_Maverick_Team_7,TOTAL,,,88.26
2,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Gemini_2.5_Pro_Team_5,TOTAL,,,68.80
2,Claude_Opus_4.1_Team_8,openai/gpt-5,Kimi_K2_Team_4,Brock Purdy,Brock Purdy,QB,13.96
2,Claude_Opus_4.1_Team_8,openai/gpt-5,Kimi_K2_Team_4,Christian McCaffrey,Christian McCaffrey,RB,0.00
2,Claude_Opus_4.1_Team_8,openai/gpt-5,Kimi_K2_Team_4,Tony Pollard,Tony Pollard,RB,15.20
2,Claude_Opus_4.1_Team_8,openai/gpt-5,Kimi_K2_Team_4,DeVonta Smith,DeVonta Smith,WR,20.60
2,Claude_Opus_4.1_Team_8,openai/gpt-5,Kimi_K2_Team_4,Deebo Samuel Sr.,Deebo Samuel Sr.,WR,18.00
2,Claude_Opus_4.1_Team_8,openai/gpt-5,Kimi_K2_Team_4,George Kittle,George Kittle,TE,20.60
