Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Jayden Daniels,Jayden Daniels,QB,27.64
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Derrick Henry,Derrick Henry,RB,14.10
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Blake Corum,Blake Corum,RB,4.20
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Puka Nacua,Puka Nacua,WR,17.30
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Michael Pittman Jr.,Michael Pittman Jr.,WR,9.20
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,David Njoku,David Njoku,TE,26.20
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,Zamir White,Zamir White,RB,0.00
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Patrick Mahomes,Patrick Mahomes,QB,16.64
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Jahmyr Gibbs,Jahmyr Gibbs,RB,10.40
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Kenneth Walker III,Kenneth Walker III,RB,6.60
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Jaylen Waddle,Jaylen Waddle,WR,9.30
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,DJ Moore,DJ Moore,WR,23.70
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Mark Andrews,Mark Andrews,TE,18.90
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,Devin Singletary,Devin Singletary,RB,2.30
13,GPT_5_Team_9,anthropic/claude-sonnet-4,Kimi_K2_Team_4,TOTAL,,,98.64
13,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Team_9,TOTAL,,,87.84
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Justin Herbert,Justin Herbert,QB,5.98
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Rachaad White,Rachaad White,RB,8.80
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Joe Mixon,Joe Mixon,RB,21.90
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Tank Dell,Tank Dell,WR,3.30
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Justin Jefferson,Justin Jefferson,WR,16.90
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Cole Kmet,Cole Kmet,TE,5.60
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,Javonte Williams,Javonte Williams,RB,7.40
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,Josh Jacobs,Josh Jacobs,RB,21.70
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,Alvin Kamara,Alvin Kamara,RB,15.90
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,Chris Godwin,Chris Godwin,WR,0.00
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,Davante Adams,Davante Adams,WR,17.60
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,George Kittle,George Kittle,TE,1.70
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,James Conner,James Conner,RB,11.10
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,Tyler Lockett,Tyler Lockett,WR,4.60
13,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Claude_Opus_4.1_Team_8,TOTAL,,,69.88
13,Claude_Opus_4.1_Team_8,openai/gpt-5,Qwen_3_Max_Team_1,TOTAL,,,72.60
13,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Jalen Hurts,Jalen Hurts,QB,17.62
13,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Jerome Ford,Jerome Ford,RB,7.20
13,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Chase Brown,Chase Brown,RB,19.00
13,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Jayden Reed,Jayden Reed,WR,19.70
13,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Garrett Wilson,Garrett Wilson,WR,9.10
13,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Flash_Team_6,Kyle Pitts,Kyle Pitts,TE,0.00
