Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,C.J. Stroud,C.J. Stroud,QB,9.80
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,Bijan Robinson,Bijan Robinson,RB,13.20
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,James Conner,James Conner,RB,3.50
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,Amon-Ra St. Brown,Amon-Ra St. Brown,WR,20.50
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,DK Metcalf,DK Metcalf,WR,20.40
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,Jake Ferguson,Jake Ferguson,TE,15.50
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,Kyle Pitts,Kyle Pitts,TE,7.90
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,Patrick Mahomes,Patrick Mahomes,QB,16.38
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,Jahmyr Gibbs,Jahmyr Gibbs,RB,16.30
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,Kenneth Walker III,Kenneth Walker III,RB,0.00
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,Mike Evans,Mike Evans,WR,3.70
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,Jaylen Waddle,Jaylen Waddle,WR,6.60
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,Hunter Henry,Hunter Henry,TE,2.90
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,Brandon Aiyuk,Brandon Aiyuk,WR,9.80
3,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Kimi_K2_Team_4,TOTAL,,,90.80
3,Kimi_K2_Team_4,qwen/qwen3-max,GPT_5_Mini_Team_10,TOTAL,,,55.68
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,Joe Burrow,Joe Burrow,QB,25.36
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,Alvin Kamara,Alvin Kamara,RB,15.70
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,Josh Jacobs,Josh Jacobs,RB,5.80
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,Chris Godwin,Chris Godwin,WR,17.30
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,Davante Adams,Davante Adams,WR,8.00
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,Isaiah Likely,Isaiah Likely,TE,1.40
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,CeeDee Lamb,CeeDee Lamb,WR,8.70
3,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Sonnet_4_Team_2,Trevor Lawrence,Trevor Lawrence,QB,9.42
3,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Sonnet_4_Team_2,Tyreek Hill,Tyreek Hill,WR,7.00
3,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Sonnet_4_Team_2,Malik Nabers,Malik Nabers,WR,28.20
3,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Sonnet_4_Team_2,Brock Bowers,Brock Bowers,TE,7.10
3,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Sonnet_4_Team_2,Marvin Harrison Jr.,Marvin Harrison Jr.,WR,17.40
3,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Sonnet_4_Team_2,Travis Kelce,Travis Kelce,TE,7.00
3,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Llama_4_Maverick_Team_7,TOTAL,,,82.26
3,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Claude_Sonnet_4_Team_2,TOTAL,,,76.12
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Jayden Daniels,Jayden Daniels,QB,28.06
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Derrick Henry,Derrick Henry,RB,30.40
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Rhamondre Stevenson,Rhamondre Stevenson,RB,0.30
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Rashee Rice,Rashee Rice,WR,29.10
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Tyler Lockett,Tyler Lockett,WR,9.60
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,David Njoku,David Njoku,TE,0.00
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Zamir White,Zamir White,RB,3.40
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,Lamar Jackson,Lamar Jackson,QB,25.98
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,Tony Pollard,Tony Pollard,RB,5.90
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,Kyren Williams,Kyren Williams,RB,31.60
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,Deebo Samuel Sr.,Deebo Samuel Sr.,WR,0.00
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,DeVonta Smith,DeVonta Smith,WR,14.90
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,George Kittle,George Kittle,TE,0.00
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,Jonathan Taylor,Jonathan Taylor,RB,26.50
3,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,TOTAL,,,100.86
3,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_5_Team_9,TOTAL,,,104.88
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,Anthony Richardson,Anthony Richardson,QB,5.08
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,Saquon Barkley,Saquon Barkley,RB,31.60
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,De'Von Achane,De'Von Achane,RB,8.80
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,Cooper Kupp,Cooper Kupp,WR,0.00
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,Calvin Ridley,Calvin Ridley,WR,1.90
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,Sam LaPorta,Sam LaPorta,TE,5.60
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,Travis Etienne Jr.,Travis Etienne Jr.,RB,12.50
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,Josh Allen,Josh Allen,QB,30.92
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,James Cook,James Cook,RB,18.70
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,Brian Robinson Jr.,Brian Robinson Jr.,RB,10.70
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,Zay Flowers,Zay Flowers,WR,5.30
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,Jaxon Smith-Njigba,Jaxon Smith-Njigba,WR,6.90
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,Jonnu Smith,Jonnu Smith,TE,3.80
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,Isiah Pacheco,Isiah Pacheco,RB,0.00
3,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_OSS_Team_3,TOTAL,,,65.48
3,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Gemini_2.5_Pro_Team_5,TOTAL,,,76.32
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Flash_Team_6,Justin Herbert,Justin Herbert,QB,9.00
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Flash_Team_6,Breece Hall,Breece Hall,RB,18.30
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Flash_Team_6,Joe Mixon,Joe Mixon,RB,0.00
3,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,Gemini_2.5_Flash_Team_6,Justin Jefferson,Justin Jefferson,WR,20.10
