Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
4,Kimi_K2_Team_1,qwen/qwen3-max,Llama_4_Maverick_Team_3,Jalen Hurts,Jalen Hurts,QB,16.32
4,Kimi_K2_Team_1,qwen/qwen3-max,Llama_4_Maverick_Team_3,Saquon Barkley,Saquon Barkley,RB,13.60
4,Llama_4_Maverick_Team_3,moonshotai/kimi-k2-0905,Kimi_K2_Team_1,Josh Allen,Josh Allen,QB,7.30
4,Llama_4_Maverick_Team_3,moonshotai/kimi-k2-0905,Kimi_K2_Team_1,Christian McCaffrey,Christian McCaffrey,RB,0.00
4,Kimi_K2_Team_1,qwen/qwen3-max,Llama_4_Maverick_Team_3,TOTAL,,,29.92
4,Llama_4_Maverick_Team_3,moonshotai/kimi-k2-0905,Kimi_K2_Team_1,TOTAL,,,7.30
4,Qwen_3_Max_Team_2,meta-llama/llama-4-maverick,GPT_5_Mini_Team_4,C.J. Stroud,C.J. Stroud,QB,23.50
4,Qwen_3_Max_Team_2,meta-llama/llama-4-maverick,GPT_5_Mini_Team_4,Derrick Henry,Derrick Henry,RB,35.90
4,GPT_5_Mini_Team_4,openai/gpt-5-mini,Qwen_3_Max_Team_2,Patrick Mahomes,Patrick Mahomes,QB,13.00
4,GPT_5_Mini_Team_4,openai/gpt-5-mini,Qwen_3_Max_Team_2,Bijan Robinson,Bijan Robinson,RB,11.40
4,Qwen_3_Max_Team_2,meta-llama/llama-4-maverick,GPT_5_Mini_Team_4,TOTAL,,,59.40
4,GPT_5_Mini_Team_4,openai/gpt-5-mini,Qwen_3_Max_Team_2,TOTAL,,,24.40
