GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID
202411320,1,2024,13,2024-12-01T13:00:00,ARI,MIN,23.0,0.0,5.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0,7.0,23.0,0.0,7.0,7.0,1,AWAY,1,20,18856
202411302,1,2024,13,2024-12-01T13:00:00,ATL,LAC,17.0,0.0,5.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0,11.0,11.0,0.0,11.0,11.0,2,HOME,2,29,18853
202411303,1,2024,13,2024-12-01T16:25:00,BAL,PHI,24.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0,2.0,24.0,0.0,2.0,2.0,36,HOME,3,26,18850
202411304,1,2024,13,2024-12-01T20:20:00,BUF,SF,10.0,0.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,12.0,10.0,0.0,12.0,12.0,37,HOME,4,31,18849
202411305,1,2024,13,2024-12-01T16:05:00,CAR,TB,26.0,0.0,4.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0,8.0,26.0,0.0,8.0,8.0,5,HOME,5,33,18851
202411311,1,2024,13,2024-11-28T12:30:00,CHI,DET,23.0,0.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0,4.0,23.0,0.0,4.0,4.0,38,AWAY,6,11,18863
202411307,1,2024,13,2024-12-01T13:00:00,CIN,PIT,44.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0,6.0,38.0,0.0,8.0,8.0,7,HOME,7,28,18854
202411310,1,2024,13,2024-12-02T20:15:00,CLE,DEN,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0,3.0,29.0,0.0,3.0,3.0,8,AWAY,8,10,18848
202411309,1,2024,13,2024-11-28T16:30:00,DAL,NYG,20.0,1.0,6.0,47.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,1.0,0,17.0,20.0,0.0,17.0,17.0,48,HOME,9,23,18862
202411310,1,2024,13,2024-12-02T20:15:00,DEN,CLE,32.0,2.0,3.0,22.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0,20.0,32.0,0.0,20.0,20.0,49,HOME,10,8,18848
202411311,1,2024,13,2024-11-28T12:30:00,DET,CHI,20.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0,6.0,20.0,0.0,6.0,6.0,11,HOME,11,6,18863
202411312,1,2024,13,2024-11-28T20:20:00,GB,MIA,17.0,0.0,5.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0,8.0,17.0,0.0,8.0,8.0,12,HOME,12,19,18861
202411315,1,2024,13,2024-12-01T13:00:00,HOU,JAX,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,3.0,20.0,0.0,3.0,3.0,13,AWAY,13,15,18855
202411321,1,2024,13,2024-12-01T13:00:00,IND,NE,24.0,0.0,4.0,16.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0,8.0,24.0,0.0,8.0,8.0,14,AWAY,14,21,18857
202411315,1,2024,13,2024-12-01T13:00:00,JAX,HOU,23.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0,2.0,23.0,0.0,2.0,2.0,52,HOME,15,13,18855
202411316,1,2024,13,2024-11-29T15:00:00,KC,LV,17.0,0.0,3.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0,6.0,17.0,0.0,6.0,6.0,55,HOME,16,25,18860
202411302,1,2024,13,2024-12-01T13:00:00,LAC,ATL,13.0,1.0,1.0,11.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0,19.0,13.0,0.0,19.0,19.0,84,AWAY,29,2,18853
202411322,1,2024,13,2024-12-01T16:05:00,LAR,NO,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.0,14.0,0.0,1.0,1.0,32,AWAY,32,22,18852
202411316,1,2024,13,2024-11-29T15:00:00,LV,KC,19.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0,6.0,19.0,0.0,6.0,6.0,83,AWAY,25,16,18860
202411312,1,2024,13,2024-11-28T20:20:00,MIA,GB,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,-1.0,30.0,0.0,-1.0,-1.0,64,AWAY,19,12,18861
202411320,1,2024,13,2024-12-01T13:00:00,MIN,ARI,22.0,0.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0,5.0,22.0,0.0,5.0,5.0,67,HOME,20,1,18856
202411321,1,2024,13,2024-12-01T13:00:00,NE,IND,25.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0,4.0,25.0,0.0,4.0,4.0,21,HOME,21,14,18857
202411322,1,2024,13,2024-12-01T16:05:00,NO,LAR,21.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0,2.0,21.0,0.0,2.0,2.0,69,HOME,22,32,18852
202411309,1,2024,13,2024-11-28T16:30:00,NYG,DAL,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,21.0,0.0,0.0,0.0,75,AWAY,23,9,18862
202411324,1,2024,13,2024-12-01T13:00:00,NYJ,SEA,26.0,1.0,3.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,1,16.0,18.0,1.0,16.0,16.0,82,HOME,24,30,18858
202411303,1,2024,13,2024-12-01T16:25:00,PHI,BAL,19.0,0.0,3.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0,4.0,19.0,0.0,4.0,4.0,26,AWAY,26,3,18850
202411307,1,2024,13,2024-12-01T13:00:00,PIT,CIN,38.0,1.0,4.0,27.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,1.0,0,15.0,32.0,0.0,15.0,15.0,28,AWAY,28,7,18854
202411324,1,2024,13,2024-12-01T13:00:00,SEA,NYJ,21.0,1.0,2.0,16.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0,15.0,19.0,1.0,15.0,15.0,90,AWAY,30,24,18858
202411304,1,2024,13,2024-12-01T20:20:00,SF,BUF,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,-4.0,35.0,0.0,-4.0,-4.0,93,AWAY,31,4,18849
202411305,1,2024,13,2024-12-01T16:05:00,TB,CAR,23.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0,3.0,23.0,0.0,3.0,3.0,95,AWAY,33,5,18851
202411335,1,2024,13,2024-12-01T13:00:00,TEN,WAS,42.0,0.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0.0,42.0,0.0,0.0,0.0,34,AWAY,34,35,18859
202411335,1,2024,13,2024-12-01T13:00:00,WAS,TEN,19.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0,7.0,19.0,0.0,7.0,7.0,97,HOME,35,34,18859
