PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,PositionCategory,PhotoUrl,ByeWeek,AverageDraftPosition,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,FanDuelPlayerID,DraftKingsPlayerID,InjuryStatus,FanDuelName,DraftKingsName,TeamID
23132,CAR,9,Bryce,Young,QB,Active,"5'10""",204,2001-07-25T00:00:00,Alabama,3,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23132.png,14,165.0,CAR,2023,1,1,False,119606,1213257,,Bryce Young,Bryce Young,5
23239,HOU,7,C.J.,Stroud,QB,Active,"6'3""",218,2001-10-03T00:00:00,Ohio State,3,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23239.png,6,131.0,HOU,2023,1,2,False,129471,1214084,,C.J. Stroud,C.J. Stroud,13
24087,HOU,51,Will,Anderson Jr.,DE,Active,"6'4""",243,2001-09-02T00:00:00,Alabama,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24087.png,6,,HOU,2023,1,3,False,,,,,,13
24117,IND,5,Anthony,Richardson Sr.,QB,Active,"6'4""",244,2002-05-22T00:00:00,Florida,3,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24117.png,11,189.0,IND,2023,1,4,False,129315,1215022,,Anthony Richardson Sr.,Anthony Richardson Sr.,14
24184,SEA,21,Devon,Witherspoon,CB,Active,"6'0""",185,2000-12-11T00:00:00,Illinois,3,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24184.png,8,,SEA,2023,1,5,False,,,,,,30
24130,ARI,70,Paris,Johnson Jr.,OT,Active,"6'6""",325,2001-07-03T00:00:00,Ohio State,3,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24130.png,8,,ARI,2023,1,6,False,,,,,,1
24083,LV,9,Tyree,Wilson,DE,Active,"6'5""",263,2000-05-20T00:00:00,Texas Tech,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24083.png,8,,LV,2023,1,7,False,,,,,,25
23189,ATL,7,Bijan,Robinson,RB,Active,"5'11""",215,2002-01-30T00:00:00,Texas,3,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23189.png,5,3.0,ATL,2023,1,8,False,136855,1228244,,Bijan Robinson,Bijan Robinson,2
24114,PHI,98,Jalen,Carter,DT,Active,"6'3""",314,2001-04-04T00:00:00,Georgia,3,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24114.png,9,,PHI,2023,1,9,False,,,,,,26
24165,CHI,58,Darnell,Wright,OT,Active,"6'5""",325,2001-08-10T00:00:00,Tennessee,3,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24165.png,5,,CHI,2023,1,10,False,,,,,,6
24128,TEN,77,Peter,Skoronski,G,Active,"6'4""",313,2001-07-31T00:00:00,Northwestern,3,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24128.png,10,,TEN,2023,1,11,False,,,,,,34
23200,DET,0,Jahmyr,Gibbs,RB,Active,"5'9""",202,2002-03-20T00:00:00,Alabama,3,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23200.png,8,4.0,DET,2023,1,12,False,129368,1214154,,Jahmyr Gibbs,Jahmyr Gibbs,11
