GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID
202310908,1,2023,9,2023-11-05T13:00:00,ARI,CLE,27.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0,1.0,27.0,0.0,1.0,1.0,1,AWAY,1,8,18374
202310902,1,2023,9,2023-11-05T13:00:00,ATL,MIN,31.0,0.0,4.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0,9.0,31.0,0.0,9.0,9.0,2,HOME,2,20,18373
202310903,1,2023,9,2023-11-05T13:00:00,BAL,SEA,3.0,0.0,4.0,34.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0,15.0,3.0,0.0,15.0,15.0,36,HOME,3,30,18378
202310907,1,2023,9,2023-11-05T20:20:00,BUF,CIN,24.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0,1.0,24.0,0.0,1.0,1.0,37,AWAY,4,7,18383
202310905,1,2023,9,2023-11-05T16:05:00,CAR,IND,27.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,4.0,15.0,0.0,4.0,4.0,5,HOME,5,14,18380
202310922,1,2023,9,2023-11-05T13:00:00,CHI,NO,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.0,24.0,0.0,0.0,0.0,38,AWAY,6,22,18377
202310907,1,2023,9,2023-11-05T20:20:00,CIN,BUF,18.0,0.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0,6.0,18.0,0.0,6.0,6.0,7,HOME,7,4,18383
202310908,1,2023,9,2023-11-05T13:00:00,CLE,ARI,0.0,0.0,7.0,41.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,23.0,0.0,0.0,23.0,23.0,8,HOME,8,1,18374
202310926,1,2023,9,2023-11-05T16:25:00,DAL,PHI,28.0,0.0,3.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0,2.0,28.0,0.0,2.0,2.0,48,AWAY,9,26,18382
202310912,1,2023,9,2023-11-05T13:00:00,GB,LAR,3.0,0.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0,12.0,3.0,0.0,12.0,12.0,12,HOME,12,32,18375
