Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
2,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Team_9,Alvin Kamara,Alvin Kamara,RB,44.00
2,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Team_9,D'Andre Swift,D'Andre Swift,RB,8.20
2,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Team_9,Drake London,Drake London,WR,17.40
2,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Team_9,Michael Pittman Jr.,Michael Pittman Jr.,WR,5.10
2,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Team_9,Evan Engram,Evan Engram,TE,0.00
2,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Team_9,Rashee Rice,Rashee Rice,WR,18.50
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,Dak Prescott,Dak Prescott,QB,12.92
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,Kyren Williams,Kyren Williams,RB,15.20
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,Tony Pollard,Tony Pollard,RB,15.20
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,A.J. Brown,A.J. Brown,WR,0.00
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,DJ Moore,DJ Moore,WR,11.30
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,George Kittle,George Kittle,TE,20.60
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,Rachaad White,Rachaad White,RB,3.30
2,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,GPT_5_Team_9,TOTAL,,,93.20
2,GPT_5_Team_9,anthropic/claude-sonnet-4,Gemini_2.5_Flash_Team_6,TOTAL,,,78.52
2,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Llama_4_Maverick_Team_7,C.J. Stroud,C.J. Stroud,QB,14.30
2,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Llama_4_Maverick_Team_7,Derrick Henry,Derrick Henry,RB,16.60
2,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Llama_4_Maverick_Team_7,James Cook,James Cook,RB,28.50
2,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Llama_4_Maverick_Team_7,Ja'Marr Chase,Ja'Marr Chase,WR,7.50
2,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Llama_4_Maverick_Team_7,DK Metcalf,DK Metcalf,WR,28.90
