GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID
202410924,1,2024,9,2024-10-31T20:15:00,HOU,NYJ,22.3,0.2,2.4,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.2,22.3,0.0,6.2,6.2,13,AWAY,13,24,18806
202410924,1,2024,9,2024-10-31T20:15:00,NYJ,HOU,20.5,0.3,2.4,0.0,0.9,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,7.8,20.5,0.0,7.8,7.8,82,HOME,24,13,18806
202410902,1,2024,9,2024-11-03T13:00:00,DAL,ATL,27.2,0.2,2.2,0.0,0.7,0.5,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.8,27.2,0.0,5.8,5.8,48,AWAY,9,2,18797
202410902,1,2024,9,2024-11-03T13:00:00,ATL,DAL,24.6,0.2,2.4,0.0,0.8,0.6,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.6,24.6,0.0,6.6,6.6,2,HOME,2,9,18797
202410903,1,2024,9,2024-11-03T13:00:00,DEN,BAL,27.2,0.2,2.0,0.0,0.7,0.5,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.4,27.2,0.0,5.4,5.4,49,AWAY,10,3,18798
202410903,1,2024,9,2024-11-03T13:00:00,BAL,DEN,18.2,0.3,2.4,0.0,1.0,0.7,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,8.2,18.2,0.0,8.2,8.2,36,HOME,3,10,18798
202410904,1,2024,9,2024-11-03T13:00:00,MIA,BUF,27.1,0.2,1.9,0.0,0.7,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.7,27.1,0.0,5.7,5.7,64,AWAY,19,4,18799
202410904,1,2024,9,2024-11-03T13:00:00,BUF,MIA,21.8,0.3,2.3,0.0,0.9,0.7,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,7.1,21.8,0.0,7.1,7.1,37,HOME,4,19,18799
202410905,1,2024,9,2024-11-03T13:00:00,NO,CAR,18.5,0.3,2.7,0.0,1.0,0.7,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,8.7,18.5,0.0,8.7,8.7,69,AWAY,22,5,18800
202410905,1,2024,9,2024-11-03T13:00:00,CAR,NO,24.1,0.2,2.0,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.8,24.1,0.0,5.8,5.8,5,HOME,5,22,18800
202410907,1,2024,9,2024-11-03T13:00:00,LV,CIN,26.4,0.2,2.2,0.0,0.6,0.5,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,5.8,26.4,0.0,5.8,5.8,83,AWAY,25,7,18801
202410907,1,2024,9,2024-11-03T13:00:00,CIN,LV,19.3,0.3,2.6,0.0,1.0,0.7,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,8.6,19.3,0.0,8.6,8.6,7,HOME,7,25,18801
202410908,1,2024,9,2024-11-03T13:00:00,LAC,CLE,19.9,0.3,2.6,0.0,0.7,0.6,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,8.4,19.9,0.0,8.4,8.4,84,AWAY,29,8,18802
202410908,1,2024,9,2024-11-03T13:00:00,CLE,LAC,21.5,0.3,2.2,0.0,0.8,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,6.6,21.5,0.0,6.6,6.6,8,HOME,8,29,18802
202410920,1,2024,9,2024-11-03T20:20:00,IND,MIN,25.3,0.2,2.3,0.0,0.7,0.5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.1,25.3,0.0,6.1,6.1,14,AWAY,14,20,18803
202410920,1,2024,9,2024-11-03T20:20:00,MIN,IND,20.1,0.2,2.5,0.0,0.9,0.7,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,7.9,20.1,0.0,7.9,7.9,67,HOME,20,14,18803
202410923,1,2024,9,2024-11-03T13:00:00,WAS,NYG,20.1,0.4,2.6,0.0,0.9,0.7,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,9.0,20.1,0.0,9.0,9.0,97,AWAY,35,23,18804
202410923,1,2024,9,2024-11-03T13:00:00,NYG,WAS,23.9,0.2,2.2,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.0,23.9,0.0,6.0,6.0,75,HOME,23,35,18804
202410934,1,2024,9,2024-11-03T13:00:00,NE,TEN,20.3,0.3,2.3,0.0,0.9,0.6,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,7.9,20.3,0.0,7.9,7.9,21,AWAY,21,34,18805
202410934,1,2024,9,2024-11-03T13:00:00,TEN,NE,18.2,0.3,2.5,0.0,1.0,0.7,0.0,0.8,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,8.5,18.2,0.0,8.5,8.5,34,HOME,34,21,18805
202410901,1,2024,9,2024-11-03T16:05:00,CHI,ARI,22.6,0.2,2.3,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.1,22.6,0.0,6.1,6.1,38,AWAY,6,1,18796
202410901,1,2024,9,2024-11-03T16:05:00,ARI,CHI,21.7,0.2,2.3,0.0,0.9,0.7,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.5,21.7,0.0,6.5,6.5,1,HOME,1,6,18796
202410912,1,2024,9,2024-11-03T16:25:00,DET,GB,22.5,0.2,2.2,0.0,0.8,0.6,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.4,22.5,0.0,6.4,6.4,11,AWAY,11,12,18794
202410912,1,2024,9,2024-11-03T16:25:00,GB,DET,25.1,0.2,2.3,0.0,0.8,0.6,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.1,25.1,0.0,6.1,6.1,12,HOME,12,11,18794
