GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID
202310804,1,2023,8,2023-10-26T20:15:00,TB,BUF,26.5,0.1,2.1,0.0,0.6,0.6,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,5.7,26.5,0.0,5.7,5.7,95,AWAY,33,4,18572
202310804,1,2023,8,2023-10-26T20:15:00,BUF,TB,17.0,0.2,2.5,0.0,0.7,0.7,0.0,0.9,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,8.1,17.0,0.0,8.1,8.1,37,HOME,4,33,18572
202310805,1,2023,8,2023-10-29T13:00:00,HOU,CAR,20.2,0.2,2.7,0.0,0.6,0.6,0.0,0.8,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,7.9,20.2,0.0,7.9,7.9,13,AWAY,13,5,18581
202310805,1,2023,8,2023-10-29T13:00:00,CAR,HOU,23.4,0.1,2.2,0.0,0.5,0.5,0.0,0.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,5.2,23.4,0.0,5.2,5.2,5,HOME,5,13,18581
202310809,1,2023,8,2023-10-29T13:00:00,LAR,DAL,25.9,0.1,2.1,0.0,0.5,0.5,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,5.1,25.9,0.0,5.1,5.1,32,AWAY,32,9,18573
202310809,1,2023,8,2023-10-29T13:00:00,DAL,LAR,19.5,0.2,2.9,0.0,0.7,0.6,0.0,0.9,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,8.3,19.5,0.0,8.3,8.3,48,HOME,9,32,18573
202310812,1,2023,8,2023-10-29T13:00:00,MIN,GB,20.4,0.2,2.1,0.0,0.7,0.6,0.0,0.8,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,7.3,20.4,0.0,7.3,7.3,67,AWAY,20,12,18574
202310812,1,2023,8,2023-10-29T13:00:00,GB,MIN,20.9,0.2,2.3,0.0,0.6,0.6,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,7.3,20.9,0.0,7.3,7.3,12,HOME,12,20,18574
202310814,1,2023,8,2023-10-29T13:00:00,NO,IND,21.9,0.2,2.5,0.0,0.7,0.6,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.5,21.9,0.0,6.5,6.5,69,AWAY,22,14,18576
202310814,1,2023,8,2023-10-29T13:00:00,IND,NO,21.6,0.2,2.4,0.0,0.6,0.5,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,6.2,21.6,0.0,6.2,6.2,14,HOME,14,22,18576
