PlayerID,SeasonType,Season,Team,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPointsPPR,FantasyPosition,PlayerSeasonID,ExtraPointsAttempted,AuctionValue,AuctionValuePPR,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,AverageDraftPosition,AverageDraftPositionPPR,TeamID,AverageDraftPositionRookie,AverageDraftPositionDynasty,AverageDraftPosition2QB
18877,1,2024,SF,23,Christian McCaffrey,RB,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,255.3,1232.5,4.8,10.8,0.0,83.6,66.3,540.2,8.2,4.9,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.47,334.77,RB,0,0.0,71,71,301.62,0.0,0.0,0.0,0.0,0.0,336.27,1.0,1.0,31,,3.3,2.7
18082,1,2024,MIA,10,Tyreek Hill,WR,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,5.2,28.6,5.8,0.2,0.0,157.0,108.6,1534.8,14.1,8.7,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.34,316.94,WR,0,0.0,59,60,262.64,0.0,0.0,0.0,0.0,0.0,317.64,2.0,3.0,19,,8.7,6.4
21679,1,2024,DAL,88,CeeDee Lamb,WR,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,11.4,81.9,7.5,0.9,0.0,171.0,118.0,1516.4,12.8,8.5,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.63,332.63,WR,0,0.0,58,60,273.63,0.0,0.0,0.0,0.0,0.0,333.43,3.0,2.0,9,,2.2,6.6
21685,1,2024,MIN,18,Justin Jefferson,WR,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,2.1,6.7,3.5,0.1,0.0,157.0,103.3,1440.4,14.0,6.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.91,283.21,WR,0,0.0,47,49,231.56,0.0,0.0,0.0,0.0,0.0,283.91,4.0,8.0,20,,1.0,16.8
23189,1,2024,ATL,7,Bijan Robinson,RB,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,237.3,1084.2,4.6,7.4,0.0,84.6,62.0,511.6,8.3,4.1,0.0,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.18,286.18,RB,0,0.0,50,50,255.18,0.0,0.0,0.0,0.0,0.0,288.38,5.0,5.0,2,,3.0,10.6
22564,1,2024,CIN,1,Ja'Marr Chase,WR,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,3.1,13.1,4.3,0.1,0.0,152.9,102.7,1323.6,12.9,7.5,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.47,281.17,WR,0,0.0,48,50,229.82,0.0,0.0,0.0,0.0,0.0,281.57,6.0,7.0,7,,,13.8
22526,1,2024,NYJ,20,Breece Hall,RB,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,238.0,1077.7,4.5,8.5,0.0,78.2,64.6,524.7,8.1,3.8,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.24,295.84,RB,0,0.0,55,56,263.54,0.0,0.0,0.0,0.0,0.0,297.24,7.0,4.0,24,,4.4,9.6
22587,1,2024,DET,14,Amon-Ra St. Brown,WR,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,4.8,31.8,6.4,0.1,0.0,156.9,110.9,1346.8,12.1,7.3,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.86,291.76,WR,0,0.0,45,48,236.31,0.0,0.0,0.0,0.0,0.0,292.46,8.0,6.0,11,,5.8,18.2
21042,1,2024,PHI,11,A.J. Brown,WR,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.2,1.6,0,0.0,0.0,137.2,90.1,1297.4,14.4,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.9,266.0,WR,0,0.0,43,43,220.95,0.0,0.0,0.0,0.0,0.0,267.0,9.0,10.0,26,,8.4,21.3
21682,1,2024,IND,28,Jonathan Taylor,RB,OFF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,281.7,1250.1,4.4,10.1,0.0,42.7,34.7,266.1,7.6,1.7,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.22,253.92,RB,0,0.0,47,46,236.57,0.0,0.0,0.0,0.0,0.0,255.52,10.0,11.0,14,,9.0,15.2
