PlayerID,SeasonType,Season,Team,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPointsPPR,FantasyPosition,PlayerSeasonID,ExtraPointsAttempted,AuctionValue,AuctionValuePPR,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,AverageDraftPosition,AverageDraftPositionPPR,TeamID,AverageDraftPositionRookie,AverageDraftPositionDynasty,AverageDraftPosition2QB
549,1,2024,ARI,5,M.Prater,K,ST,4,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,0.0,0.0,0.0,30.0,30.0,K,991165179,10.0,,,33.0,0.0,1.0,1.0,3.0,1.0,33.0,,,1,,,
611,1,2024,IND,15,J.Flacco,QB,OFF,8,6,248.0,162.0,1761.0,65.3,7.1,10.9,12.0,7.0,90.47,65.0,18.0,123.0,9.0,26.0,2.9,0.0,21.0,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04,99.04,QB,991165723,0.0,,,112.04,0.0,0.0,0.0,0.0,0.0,116.04,,,14,,,
2593,1,2024,NYJ,8,A.Rodgers,QB,OFF,17,17,584.0,368.0,3897.0,63.0,6.7,10.6,28.0,11.0,90.53,71.0,40.0,302.0,22.0,107.0,4.9,0.0,18.0,0.0,0.0,0.0,0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,256.58,256.58,QB,991168427,0.0,,,270.58,0.0,0.0,0.0,0.0,0.0,272.58,,,24,,,
3061,1,2024,CHI,84,M.Lewis,TE,OFF,17,3,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,TE,991165396,0.0,,,0.7,0.0,0.0,0.0,0.0,0.0,1.2,,,6,,,
3341,1,2024,MIA,93,C.Campbell,DT,DEF,17,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,12.0,5.0,40.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,89.5,DL,991165832,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19,,,
6489,1,2024,BAL,17,J.Johnson,QB,OFF,6,0,3.0,2.0,17.0,66.7,5.7,8.5,0.0,0.0,81.25,16.0,1.0,5.0,4.0,1.0,0.2,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,QB,991162308,0.0,,,0.78,0.0,0.0,0.0,0.0,0.0,0.78,,,3,,,
9038,1,2024,LAR,9,M.Stafford,QB,OFF,16,16,517.0,340.0,3762.0,65.8,7.3,11.1,20.0,8.0,93.65,69.0,28.0,213.0,30.0,41.0,1.4,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.58,214.58,QB,991166735,0.0,,,228.58,0.0,0.0,0.0,0.0,0.0,230.58,,,32,,,
9162,1,2024,CAR,44,J.Jansen,LS,ST,17,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LS,991165341,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,,,
9201,1,2024,NYJ,6,T.Morstead,P,ST,17,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,991168428,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,24,,,
10333,1,2024,NYG,9,G.Gano,K,ST,10,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,15.0,0.0,0.0,0.0,46.0,46.0,K,991166051,15.0,,,50.0,0.0,2.0,1.0,4.0,2.0,50.0,,,23,,,
