Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,C.J. Stroud,C.J. Stroud,QB,15.94
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,James Conner,James Conner,RB,12.00
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,Raheem Mostert,Raheem Mostert,RB,11.80
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,Stefon Diggs,Stefon Diggs,WR,14.20
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,DeAndre Hopkins,DeAndre Hopkins,WR,0.00
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,Kyle Pitts,Kyle Pitts,TE,15.80
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,Jerome Ford,Jerome Ford,RB,7.90
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,Dak Prescott,Dak Prescott,QB,16.38
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,Saquon Barkley,Saquon Barkley,RB,0.00
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,David Montgomery,David Montgomery,RB,0.00
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,Ja'Marr Chase,Ja'Marr Chase,WR,41.30
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,Jaylen Waddle,Jaylen Waddle,WR,8.60
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,Jake Ferguson,Jake Ferguson,TE,13.00
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,Travis Etienne Jr.,Travis Etienne Jr.,RB,12.00
5,GPT_5_Mini_Team_10,openai/gpt-oss-120b,Gemini_2.5_Pro_Team_5,TOTAL,,,77.64
5,Gemini_2.5_Pro_Team_5,google/gemini-2.5-flash,GPT_5_Mini_Team_10,TOTAL,,,91.28
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,Joe Burrow,Joe Burrow,QB,33.78
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,James Cook,James Cook,RB,17.90
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,Brian Robinson Jr.,Brian Robinson Jr.,RB,13.80
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,Chris Godwin,Chris Godwin,WR,11.60
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,DeVonta Smith,DeVonta Smith,WR,0.00
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,David Njoku,David Njoku,TE,2.40
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,Rhamondre Stevenson,Rhamondre Stevenson,RB,19.20
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,Brock Purdy,Brock Purdy,QB,13.06
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,Jonathan Taylor,Jonathan Taylor,RB,0.00
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,Chuba Hubbard,Chuba Hubbard,RB,17.50
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,Davante Adams,Davante Adams,WR,0.00
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,Terry McLaurin,Terry McLaurin,WR,13.40
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,Travis Kelce,Travis Kelce,TE,16.00
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,Jaxon Smith-Njigba,Jaxon Smith-Njigba,WR,13.10
5,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Kimi_K2_Team_4,TOTAL,,,98.68
5,Kimi_K2_Team_4,qwen/qwen3-max,Claude_Sonnet_4_Team_2,TOTAL,,,73.06
5,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,GPT_5_Team_9,Trevor Lawrence,Trevor Lawrence,QB,21.24
