Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,Brock Purdy,Brock Purdy,QB,14.62
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,Jonathan Taylor,Jonathan Taylor,RB,19.80
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,Chuba Hubbard,Chuba Hubbard,RB,22.10
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,Davante Adams,Davante Adams,WR,0.00
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,Terry McLaurin,Terry McLaurin,WR,18.20
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,Travis Kelce,Travis Kelce,TE,15.90
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,Xavier Worthy,Xavier Worthy,WR,16.30
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,Trevor Lawrence,Trevor Lawrence,QB,14.76
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,Tony Pollard,Tony Pollard,RB,18.80
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,Javonte Williams,Javonte Williams,RB,10.00
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,Tyreek Hill,Tyreek Hill,WR,8.20
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,Nico Collins,Nico Collins,WR,33.10
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,Trey McBride,Trey McBride,TE,0.00
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,Rashee Rice,Rashee Rice,WR,0.00
4,Kimi_K2_Team_4,qwen/qwen3-max,Llama_4_Maverick_Team_7,TOTAL,,,106.92
4,Llama_4_Maverick_Team_7,moonshotai/kimi-k2-0905,Kimi_K2_Team_4,TOTAL,,,84.86
4,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Jared Goff,Jared Goff,QB,27.18
4,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Breece Hall,Breece Hall,RB,3.80
4,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Zack Moss,Zack Moss,RB,17.80
4,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Amon-Ra St. Brown,Amon-Ra St. Brown,WR,20.78
4,GPT_5_Team_9,anthropic/claude-sonnet-4,Claude_Opus_4.1_Team_8,Chris Olave,Chris Olave,WR,16.70
