Week,Team,Model,Opponent,Player,ResolvedName,Position,Points
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,Lamar Jackson,Lamar Jackson,QB,14.88
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,Bijan Robinson,Bijan Robinson,RB,10.30
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,Derrick Henry,Derrick Henry,RB,10.50
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,CeeDee Lamb,CeeDee Lamb,WR,18.60
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,Cooper Kupp,Cooper Kupp,WR,28.60
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,Luke Musgrave,Luke Musgrave,TE,0.00
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,James Cook,James Cook,RB,19.70
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,Brock Purdy,Brock Purdy,QB,18.36
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,Alvin Kamara,Alvin Kamara,RB,12.90
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,Aaron Jones,Aaron Jones,RB,5.30
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,Terry McLaurin,Terry McLaurin,WR,2.00
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,George Pickens,George Pickens,WR,16.90
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,Dallas Goedert,Dallas Goedert,TE,11.10
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,Pat Freiermuth,Pat Freiermuth,TE,3.40
11,Claude_Opus_4.1_Team_8,openai/gpt-5,GPT_OSS_Team_3,TOTAL,,,102.58
11,GPT_OSS_Team_3,anthropic/claude-opus-4.1,Claude_Opus_4.1_Team_8,TOTAL,,,69.96
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Jared Goff,Jared Goff,QB,34.58
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Jaylen Warren,Jaylen Warren,RB,10.80
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Zack Moss,Zack Moss,RB,0.00
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,DJ Moore,DJ Moore,WR,13.70
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Christian Kirk,Christian Kirk,WR,0.00
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Travis Kelce,Travis Kelce,TE,2.80
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,Trey McBride,Trey McBride,TE,0.00
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Jalen Hurts,Jalen Hurts,QB,18.74
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Joe Mixon,Joe Mixon,RB,35.30
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,D'Andre Swift,D'Andre Swift,RB,16.40
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Deebo Samuel Sr.,Deebo Samuel Sr.,WR,6.10
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Puka Nacua,Puka Nacua,WR,25.30
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Hunter Henry,Hunter Henry,TE,12.30
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,Najee Harris,Najee Harris,RB,13.30
11,GPT_5_Team_9,anthropic/claude-sonnet-4,Qwen_3_Max_Team_1,TOTAL,,,61.88
11,Qwen_3_Max_Team_1,meta-llama/llama-4-maverick,GPT_5_Team_9,TOTAL,,,127.44
11,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,Josh Allen,Josh Allen,QB,23.98
11,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,Rachaad White,Rachaad White,RB,0.00
11,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,De'Von Achane,De'Von Achane,RB,20.50
11,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,Amari Cooper,Amari Cooper,WR,7.50
11,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,Calvin Ridley,Calvin Ridley,WR,9.80
11,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,Austin Ekeler,Austin Ekeler,RB,17.60
11,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Joe Burrow,Joe Burrow,QB,29.04
11,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Josh Jacobs,Josh Jacobs,RB,23.40
11,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Rhamondre Stevenson,Rhamondre Stevenson,RB,12.90
11,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Chris Godwin,Chris Godwin,WR,0.00
11,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,DeVonta Smith,DeVonta Smith,WR,6.90
11,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,David Njoku,David Njoku,TE,17.10
11,Claude_Sonnet_4_Team_2,openai/gpt-5-mini,Gemini_2.5_Flash_Team_6,Brian Robinson Jr.,Brian Robinson Jr.,RB,14.20
11,Gemini_2.5_Flash_Team_6,google/gemini-2.5-pro,Claude_Sonnet_4_Team_2,TOTAL,,,79.38
